-20   0 
-10   0 
0   0 
10   0 
20   0 
30   0 
40   0 
50   0 
60   0 
70   0 
80   0 
90   0 
100   0 
110   0 
120   0 
130   0 
140   0 
150   0 
160   0 
170   0 
180   0 

-180   10 
-170   10 
-160   10 
-150   10 
-140   10 
-130   10 
-120   10 
-110   10 
-100   10 
-90   10 
-80   10 
-70   10 
-60   10 
-50   10 
-40   10 
-30   10 
-20   10 
-10   10 
0   10 
10   10 
20   10 
30   10 
40   10 
50   10 
60   10 
70   10 
80   10 
90   10 
100   10 
110   10 
120   10 
130   10 
140   10 
150   10 
160   10 
170   10 
180   10 

-180   20 
-170   20 
-160   20 
-150   20 
-140   20 
-130   20 
-120   20 
-110   20 
-100   20 
-90   20 
-80   20 
-70   20 
-60   20 
-50   20 
-40   20 
-30   20 
-20   20 
-10   20 
0   20 
10   20 
20   20 
30   20 
40   20 
50   20 
60   20 
70   20 
80   20 
90   20 
100   20 
110   20 
120   20 
130   20 
140   20 
150   20 
160   20 
170   20 
180   20 

-180   30 
-170   30 
-160   30 
-150   30 
-140   30 
-130   30 
-120   30 
-110   30 
-100   30 
-90   30 
-80   30 
-70   30 
-60   30 
-50   30 
-40   30 
-30   30 
-20   30 
-10   30 
0   30 
10   30 
20   30 
30   30 
40   30 
50   30 
60   30 
70   30 
80   30 
90   30 
100   30 
110   30 
120   30 
130   30 
140   30 
150   30 
160   30 
170   30 
180   30 

-180   40 
-170   40 
-160   40 
-150   40 
-140   40 
-130   40 
-120   40 
-110   40 
-100   40 
-90   40 
-80   40 
-70   40 
-60   40 
-50   40 
-40   40 
-30   40 
-20   40 
-10   40 
0   40 
10   40 
20   40 
30   40 
40   40 
50   40 
60   40 
70   40 
80   40 
90   40 
100   40 
110   40 
120   40 
130   40 
140   40 
150   40 
160   40 
170   40 
180   40 

-180   50 
-170   50 
-160   50 
-150   50 
-140   50 
-130   50 
-120   50 
-110   50 
-100   50 
-90   50 
-80   50 
-70   50 
-60   50 
-50   50 
-40   50 
-30   50 
-20   50 
-10   50 
0   50 
10   50 
20   50 
30   50 
40   50 
50   50 
60   50 
70   50 
80   50 
90   50 
100   50 
110   50 
120   50 
130   50 
140   50 
150   50 
160   50 
170   50 
180   50 

-180   60 
-170   60 
-160   60 
-150   60 
-140   60 
-130   60 
-120   60 
-110   60 
-100   60 
-90   60 
-80   60 
-70   60 
-60   60 
-50   60 
-40   60 
-30   60 
-20   60 
-10   60 
0   60 
10   60 
20   60 
30   60 
40   60 
50   60 
60   60 
70   60 
80   60 
90   60 
100   60 
110   60 
120   60 
130   60 
140   60 
150   60 
160   60 
170   60 
180   60 

-180   70 
-170   70 
-160   70 
-150   70 
-140   70 
-130   70 
-120   70 
-110   70 
-100   70 
-90   70 
-80   70 
-70   70 
-60   70 
-50   70 
-40   70 
-30   70 
-20   70 
-10   70 
0   70 
10   70 
20   70 
30   70 
40   70 
50   70 
60   70 
70   70 
80   70 
90   70 
100   70 
110   70 
120   70 
130   70 
140   70 
150   70 
160   70 
170   70 
180   70 

-180   80 
-170   80 
-160   80 
-150   80 
-140   80 
-130   80 
-120   80 
-110   80 
-100   80 
-90   80 
-80   80 
-70   80 
-60   80 
-50   80 
-40   80 
-30   80 
-20   80 
-10   80 
0   80 
10   80 
20   80 
30   80 
40   80 
50   80 
60   80 
70   80 
80   80 
90   80 
100   80 
110   80 
120   80 
130   80 
140   80 
150   80 
160   80 
170   80 
180   80 

-180   90 
-170   90 
-160   90 
-150   90 
-140   90 
-130   90 
-120   90 
-110   90 
-100   90 
-90   90 
-80   90 
-70   90 
-60   90 
-50   90 
-40   90 
-30   90 
-20   90 
-10   90 
0   90 
10   90 
20   90 
30   90 
40   90 
50   90 
60   90 
70   90 
80   90 
90   90 
100   90 
110   90 
120   90 
130   90 
140   90 
150   90 
160   90 
170   90 
180   90 

